DateOfValuation,Size SqM,SqFt,PropertyType,NoOfFloors,ADDRESS,SCHEME,PRICE,YEAR,pricePerSqft,Seller
10/9/2018,94.58,1018.00,Condominium/Apartment,41,""L19-3",JLN BAKTI, BDR TUN RAZAK"RESIDENSI RAZAKMAS,445000.00,2018,437.1472826,null
27/09/2019,94.58,1018.00,Condominium/Apartment,41,""L-33A-3",JLN BAKTI"RESIDENSI RAZAKMAS,448000.00,2019,440.1036502,null
27/09/2019,94.58,1018.00,Condominium/Apartment,41,""L-33A-3",JLN BAKTI"RESIDENSI RAZAKMAS,448000.00,2019,440.1036502,null
9/4/2019,94.58,1018.00,Condominium/Apartment,41,""40-18",JLN BAKTI"RESIDENSI RAZAKMAS,450000.00,2019,442.0590498,null
9/4/2019,94.58,1018.00,Condominium/Apartment,41,""40-18",JLN BAKTI"RESIDENSI RAZAKMAS,450000.00,2019,442.0590498,null
11/8/2019,94.58,1018.00,Condominium/Apartment,41,""39-09",JLN BAKTI"RESIDENSI RAZAKMAS,450000.00,2019,442.0590498,null
11/8/2019,94.58,1018.00,Condominium/Apartment,41,""39-09",JLN BAKTI"RESIDENSI RAZAKMAS,450000.00,2019,442.0590498,null
19/03/2019,94.58,1018.00,Condominium/Apartment,41,""15-02",JLN TENTERAM, BDR TUN RAZAK"RESIDENSI RAZAKMAS,450000.00,2019,442.0683986,null
19/03/2019,94.58,1018.00,Condominium/Apartment,41,""15-02",JLN TENTERAM, BDR TUN RAZAK"RESIDENSI RAZAKMAS,450000.00,2019,442.0683986,null
11/9/2018,94.58,1018.00,Condominium/Apartment,41,""L-09-13A",JLN BAKTI"RESIDENSI RAZAKMAS,453000.00,2018,445.0061101,null
11/9/2018,94.58,1018.00,Condominium/Apartment,41,""L-09-13A",JLN BAKTI"RESIDENSI RAZAKMAS,453000.00,2018,445.0061101,null
23/07/2018,94.58,1018.00,Condominium/Apartment,41,""15-02",JLN TENTERAM, BDR TUN RAZAK"RESIDENSI RAZAKMAS,457000.00,2018,448.9450182,null
23/07/2018,94.58,1018.00,Condominium/Apartment,41,""15-02",JLN TENTERAM, BDR TUN RAZAK"RESIDENSI RAZAKMAS,457000.00,2018,448.9450182,null
21/09/2018,94.58,1018.00,Condominium/Apartment,41,""B-31-19",JLN BAKTI"RESIDENSI RAZAKMAS,459000.00,2018,450.8620916,null
21/09/2018,94.58,1018.00,Condominium/Apartment,41,""B-31-19",JLN BAKTI"RESIDENSI RAZAKMAS,459000.00,2018,450.8620916,null
28/12/2018,94.58,1018.00,Condominium/Apartment,41,""B-20-2",JLN BAKTI"RESIDENSI RAZAKMAS,460000.00,2018,451.8825842,null
28/12/2018,94.58,1018.00,Condominium/Apartment,41,""B-20-2",JLN BAKTI"RESIDENSI RAZAKMAS,460000.00,2018,451.8825842,null
29/09/2018,94.58,1018.00,Condominium/Apartment,41,""10-03",JLN BAKTI"RESIDENSI RAZAKMAS,463000.00,2018,454.8296446,null
29/09/2018,94.58,1018.00,Condominium/Apartment,41,""10-03",JLN BAKTI"RESIDENSI RAZAKMAS,463000.00,2018,454.8296446,null
21/09/2018,94.58,1018.00,Condominium/Apartment,41,""L27-15",JLN BAKTI, BDR TUN RAZAK"RESIDENSI RAZAKMAS,465000.00,2018,456.7943515,null
21/09/2018,94.58,1018.00,Condominium/Apartment,41,""L27-15",JLN BAKTI, BDR TUN RAZAK"RESIDENSI RAZAKMAS,465000.00,2018,456.7943515,null
31/12/2018,94.58,1018.00,Condominium/Apartment,41,""26-13A",JLN TENTERAM, BDR TUN RAZAK"RESIDENSI RAZAKMAS,465000.00,2018,456.7943515,null
31/12/2018,94.58,1018.00,Condominium/Apartment,41,""26-13A",JLN TENTERAM, BDR TUN RAZAK"RESIDENSI RAZAKMAS,465000.00,2018,456.7943515,null
25/01/2019,94.58,1018.00,Condominium/Apartment,41,""L13-11",JLN BAKTI, BDR TUN RAZAK"RESIDENSI RAZAKMAS,465000.00,2019,456.7943515,null
25/01/2019,94.58,1018.00,Condominium/Apartment,41,""L13-11",JLN BAKTI, BDR TUN RAZAK"RESIDENSI RAZAKMAS,465000.00,2019,456.7943515,null
20/07/2020,94.58,1018.00,Condominium/Apartment,41,""33A-18",JLN BAKTI"RESIDENSI RAZAKMAS,465000.00,2020,456.7943515,null
20/07/2020,94.58,1018.00,Condominium/Apartment,41,""33A-18",JLN BAKTI"RESIDENSI RAZAKMAS,465000.00,2020,456.7943515,null
25/09/2018,94.58,1018.00,Condominium/Apartment,41,""19-9",JLN BAKTI, BDR TUN RAZAK"RESIDENSI RAZAKMAS,468000.00,2018,459.7414118,null
25/09/2018,94.58,1018.00,Condominium/Apartment,41,""19-9",JLN BAKTI, BDR TUN RAZAK"RESIDENSI RAZAKMAS,468000.00,2018,459.7414118,null
16/11/2018,94.58,1018.00,Condominium/Apartment,41,""B-33A-01",JLN BAKTI"RESIDENSI RAZAKMAS,470000.00,2018,461.6670655,null
16/11/2018,94.58,1018.00,Condominium/Apartment,41,""B-33A-01",JLN BAKTI"RESIDENSI RAZAKMAS,470000.00,2018,461.6670655,null
18/09/2018,94.58,1018.00,Condominium/Apartment,41,""L13A-10",JLN BAKTI"RESIDENSI RAZAKMAS,470000.00,2018,461.7061187,null
18/09/2018,94.58,1018.00,Condominium/Apartment,41,""L13A-10",JLN BAKTI"RESIDENSI RAZAKMAS,470000.00,2018,461.7061187,null
9/4/2019,94.58,1018.00,Condominium/Apartment,41,""B-21-11",JLN BAKTI"RESIDENSI RAZAKMAS,470000.00,2019,461.7061187,null
9/4/2019,94.58,1018.00,Condominium/Apartment,41,""B-21-11",JLN BAKTI"RESIDENSI RAZAKMAS,470000.00,2019,461.7061187,null
1/11/2019,94.58,1018.00,Condominium/Apartment,41,""16-09",JLN BAKTI, BDR TUN RAZAK"RESIDENSI RAZAKMAS,470000.00,2019,461.715883,null
1/11/2019,94.58,1018.00,Condominium/Apartment,41,""16-09",JLN BAKTI, BDR TUN RAZAK"RESIDENSI RAZAKMAS,470000.00,2019,461.715883,null
24/06/2019,94.58,1018.00,Condominium/Apartment,41,""B-30-15",JLN BAKTI"RESIDENSI RAZAKMAS,470000.00,2019,461.715883,null
24/06/2019,94.58,1018.00,Condominium/Apartment,41,""B-30-15",JLN BAKTI"RESIDENSI RAZAKMAS,470000.00,2019,461.715883,null
21/05/2020,94.58,1018.00,Condominium/Apartment,41,""38-17",JLN BAKTI, BDR TUN RAZAK"RESIDENSI RAZAKMAS,470000.00,2020,461.715883,null
21/05/2020,94.58,1018.00,Condominium/Apartment,41,""38-17",JLN BAKTI, BDR TUN RAZAK"RESIDENSI RAZAKMAS,470000.00,2020,461.715883,null
11/5/2018,94.58,1018.00,Condominium/Apartment,41,""B-23-10",JLN BAKTI"RESIDENSI RAZAKMAS,473000.00,2018,464.653179,null
11/5/2018,94.58,1018.00,Condominium/Apartment,41,""B-23-10",JLN BAKTI"RESIDENSI RAZAKMAS,473000.00,2018,464.653179,null
12/12/2018,94.58,1018.00,Condominium/Apartment,41,""22-01",JLN BAKTI"RESIDENSI RAZAKMAS,475000.00,2018,466.6178859,null
12/12/2018,94.58,1018.00,Condominium/Apartment,41,""22-01",JLN BAKTI"RESIDENSI RAZAKMAS,475000.00,2018,466.6178859,null
18/09/2018,94.30,1015.00,Condominium/Apartment,41,""L-19-16",JLN BAKTI"RESIDENSI RAZAKMAS,475000.00,2018,467.9935808,null
18/09/2018,94.30,1015.00,Condominium/Apartment,41,""L-19-16",JLN BAKTI"RESIDENSI RAZAKMAS,475000.00,2018,467.9935808,null
17/02/2020,94.58,1018.00,Condominium/Apartment,41,""L30-17",JLN BAKTI, BDR TUN RAZAK"RESIDENSI RAZAKMAS,478000.00,2020,469.5649462,null
17/02/2020,94.58,1018.00,Condominium/Apartment,41,""L30-17",JLN BAKTI, BDR TUN RAZAK"RESIDENSI RAZAKMAS,478000.00,2020,469.5649462,null
3/6/2019,94.58,1018.00,Condominium/Apartment,41,""B-35-18",JLN BAKTI"RESIDENSI RAZAKMAS,480000.00,2019,471.489769,null
3/6/2019,94.58,1018.00,Condominium/Apartment,41,""B-35-18",JLN BAKTI"RESIDENSI RAZAKMAS,480000.00,2019,471.489769,null
13/09/2018,94.58,1018.00,Condominium/Apartment,41,""B-28-15",JLN BAKTI"RESIDENSI RAZAKMAS,480000.00,2018,471.5296531,null
13/09/2018,94.58,1018.00,Condominium/Apartment,41,""B-28-15",JLN BAKTI"RESIDENSI RAZAKMAS,480000.00,2018,471.5296531,null
14/11/2018,94.58,1018.00,Condominium/Apartment,41,""27-9",JLN BAKTI"RESIDENSI RAZAKMAS,480000.00,2018,471.5296531,null
14/11/2018,94.58,1018.00,Condominium/Apartment,41,""27-9",JLN BAKTI"RESIDENSI RAZAKMAS,480000.00,2018,471.5296531,null
18/12/2018,94.58,1018.00,Condominium/Apartment,41,""L37-11",JLN BAKTI"RESIDENSI RAZAKMAS,480000.00,2018,471.5396252,null
18/12/2018,94.58,1018.00,Condominium/Apartment,41,""L37-11",JLN BAKTI"RESIDENSI RAZAKMAS,480000.00,2018,471.5396252,null
17/12/2019,94.58,1018.00,Condominium/Apartment,41,""B-27-16",JLN BAKTI"RESIDENSI RAZAKMAS,485000.00,2019,476.4414203,null
17/12/2019,94.58,1018.00,Condominium/Apartment,41,""B-27-16",JLN BAKTI"RESIDENSI RAZAKMAS,485000.00,2019,476.4414203,null
23/01/2019,94.58,1018.00,Condominium/Apartment,41,""L37-16",JLN BAKTI"RESIDENSI RAZAKMAS,495000.00,2019,486.2752385,null
23/01/2019,94.58,1018.00,Condominium/Apartment,41,""L37-16",JLN BAKTI"RESIDENSI RAZAKMAS,495000.00,2019,486.2752385,null
1/2/2019,94.58,1018.00,Condominium/Apartment,41,""36-09",JLN BAKTI"RESIDENSI RAZAKMAS,499000.00,2019,490.1943686,null
1/2/2019,94.58,1018.00,Condominium/Apartment,41,""36-09",JLN BAKTI"RESIDENSI RAZAKMAS,499000.00,2019,490.1943686,null
15/07/2020,94.58,1018.00,Condominium/Apartment,41,""33A-15",JLN BAKTI"RESIDENSI RAZAKMAS,500000.00,2020,491.1351761,null
15/07/2020,94.58,1018.00,Condominium/Apartment,41,""33A-15",JLN BAKTI"RESIDENSI RAZAKMAS,500000.00,2020,491.1351761,null
4/9/2019,94.58,1018.00,Condominium/Apartment,41,""B-20-19",JLN BAKTI"RESIDENSI RAZAKMAS,500000.00,2019,491.176722,null
4/9/2019,94.58,1018.00,Condominium/Apartment,41,""B-20-19",JLN BAKTI"RESIDENSI RAZAKMAS,500000.00,2019,491.176722,null
2/11/2020,94.58,1018.00,Condominium/Apartment,41,""31-16",JLN BAKTI"RESIDENSI RAZAKMAS,500000.00,2020,491.176722,null
2/11/2020,94.58,1018.00,Condominium/Apartment,41,""31-16",JLN BAKTI"RESIDENSI RAZAKMAS,500000.00,2020,491.176722,null
7/5/2019,117.06,1260.00,Condominium/Apartment,23,""A-17-10",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,480000.00,2019,380.945689,null
7/5/2019,117.06,1260.00,Condominium/Apartment,23,""A-17-10",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,480000.00,2019,380.945689,null
9/8/2020,133.04,1432.00,Condominium/Apartment,23,""A-7-1",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,600000.00,2020,419.1118642,null
9/8/2020,133.04,1432.00,Condominium/Apartment,23,""A-7-1",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,600000.00,2020,419.1118642,null
16/01/2020,77.02,829.00,Condominium/Apartment,25,""B-11-5",JLN 1/108D"RESIDENSI VYNE SUNGAI BESI,370000.00,2020,446.4176372,null
16/01/2020,77.02,829.00,Condominium/Apartment,25,""B-11-5",JLN 1/108D"RESIDENSI VYNE SUNGAI BESI,370000.00,2020,446.4176372,null
2/6/2018,135.08,1454.00,Condominium/Apartment,23,""C-16-08",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,680000.00,2018,467.6101283,null
2/6/2018,135.08,1454.00,Condominium/Apartment,23,""C-16-08",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,680000.00,2018,467.6101283,null
28/08/2019,135.08,1454.00,Condominium/Apartment,23,""C-07-05",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,700000.00,2019,481.3633674,null
28/08/2019,135.08,1454.00,Condominium/Apartment,23,""C-07-05",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,700000.00,2019,481.3633674,null
6/1/2020,77.02,829.00,Condominium/Apartment,23,""C-13A-3",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,400000.00,2020,482.6136619,null
6/1/2020,77.02,829.00,Condominium/Apartment,23,""C-13A-3",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,400000.00,2020,482.6136619,null
3/7/2018,134.62,1449.00,Condominium/Apartment,23,""B-18-03",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,700000.00,2018,483.0797128,null
3/7/2018,134.62,1449.00,Condominium/Apartment,23,""B-18-03",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,700000.00,2018,483.0797128,null
2/3/2021,154.96,1668.00,Condominium/Apartment,25,""A-9-5",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,822500.00,2021,492.9859635,null
2/3/2021,154.96,1668.00,Condominium/Apartment,25,""A-9-5",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,822500.00,2021,492.9859635,null
29/01/2018,117.06,1260.00,Condominium/Apartment,23,""A-9-10",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,628000.00,2018,498.4039431,null
29/01/2018,117.06,1260.00,Condominium/Apartment,23,""A-9-10",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,628000.00,2018,498.4039431,null
20/06/2018,79.43,855.00,Condominium/Apartment,23,""B-18-9",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,428000.00,2018,500.5985094,null
20/06/2018,79.43,855.00,Condominium/Apartment,23,""B-18-9",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,428000.00,2018,500.5985094,null
14/02/2020,115.01,1238.00,Condominium/Apartment,25,""D-22-6",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,620000.00,2020,500.8690482,null
14/02/2020,115.01,1238.00,Condominium/Apartment,25,""D-22-6",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,620000.00,2020,500.8690482,null
9/11/2019,102.75,1106.00,Condominium/Apartment,23,""A-20-3",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,555000.00,2019,501.8125265,null
9/11/2019,102.75,1106.00,Condominium/Apartment,23,""A-20-3",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,555000.00,2019,501.8125265,null
12/6/2018,135.08,1454.00,Condominium/Apartment,23,""C-12-5",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,730000.00,2018,501.993226,null
12/6/2018,135.08,1454.00,Condominium/Apartment,23,""C-12-5",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,730000.00,2018,501.993226,null
23/11/2017,79.43,855.00,Condominium/Apartment,23,""B-10-6",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,430000.00,2017,502.9377547,null
23/11/2017,79.43,855.00,Condominium/Apartment,23,""B-10-6",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,430000.00,2017,502.9377547,null
9/12/2019,117.06,1260.00,Condominium/Apartment,23,""B-11-3A",JLN 1/108D"RESIDENSI VYNE SUNGAI BESI,638000.00,2019,506.3403116,null
9/12/2019,117.06,1260.00,Condominium/Apartment,23,""B-11-3A",JLN 1/108D"RESIDENSI VYNE SUNGAI BESI,638000.00,2019,506.3403116,null
12/6/2017,116.97,1259.00,Condominium/Apartment,23,""A-10-10",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,640000.00,2017,508.188061,null
12/6/2017,116.97,1259.00,Condominium/Apartment,23,""A-10-10",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,640000.00,2017,508.188061,null
30/08/2018,79.43,855.00,Condominium/Apartment,23,""A-10-9",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,435000.00,2018,508.7858682,null
30/08/2018,79.43,855.00,Condominium/Apartment,23,""A-10-9",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,435000.00,2018,508.7858682,null
23/10/2018,102.75,1106.00,Condominium/Apartment,23,""A-17-03",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,570000.00,2018,515.3750272,null
23/10/2018,102.75,1106.00,Condominium/Apartment,23,""A-17-03",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,570000.00,2018,515.3750272,null
16/05/2017,115.01,1238.00,Condominium/Apartment,25,""A-13A-5",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,640000.00,2017,517.0261143,null
16/05/2017,115.01,1238.00,Condominium/Apartment,25,""A-13A-5",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,640000.00,2017,517.0261143,null
23/06/2018,79.43,855.00,Condominium/Apartment,23,""A-22-03",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,445000.00,2018,520.482095,null
23/06/2018,79.43,855.00,Condominium/Apartment,23,""A-22-03",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,445000.00,2018,520.482095,null
14/09/2018,79.43,855.00,Condominium/Apartment,23,""B-16-05",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,445000.00,2018,520.482095,null
14/09/2018,79.43,855.00,Condominium/Apartment,23,""B-16-05",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,445000.00,2018,520.482095,null
14/09/2018,79.43,855.00,Condominium/Apartment,23,""B-16-5",JLN 1/108D"RESIDENSI VYNE SUNGAI BESI,445000.00,2018,520.482095,null
14/09/2018,79.43,855.00,Condominium/Apartment,23,""B-16-5",JLN 1/108D"RESIDENSI VYNE SUNGAI BESI,445000.00,2018,520.482095,null
6/4/2020,115.01,1238.00,Condominium/Apartment,25,""A-6-5",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,650000.00,2020,525.1046473,null
6/4/2020,115.01,1238.00,Condominium/Apartment,25,""A-6-5",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,650000.00,2020,525.1046473,null
24/12/2018,79.43,855.00,Condominium/Apartment,23,""B-8-7",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,450000.00,2018,526.3302085,null
24/12/2018,79.43,855.00,Condominium/Apartment,23,""B-8-7",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,450000.00,2018,526.3302085,null
4/5/2019,79.43,855.00,Condominium/Apartment,23,""A-11-7",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,450000.00,2019,526.3302085,null
4/5/2019,79.43,855.00,Condominium/Apartment,23,""A-11-7",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,450000.00,2019,526.3302085,null
2/12/2020,77.02,829.00,Condominium/Apartment,25,""B-11-06",JLN 1/108D"RESIDENSI VYNE SUNGAI BESI,440000.00,2020,530.875028,null
2/12/2020,77.02,829.00,Condominium/Apartment,25,""B-11-06",JLN 1/108D"RESIDENSI VYNE SUNGAI BESI,440000.00,2020,530.875028,null
20/12/2017,102.75,1106.00,Condominium/Apartment,23,""B-8-2",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,590000.00,2017,533.4583615,null
20/12/2017,102.75,1106.00,Condominium/Apartment,23,""B-8-2",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,590000.00,2017,533.4583615,null
3/8/2019,135.08,1454.00,Condominium/Apartment,25,""C-08-05",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,776852.00,2019,534.2115638,null
3/8/2019,135.08,1454.00,Condominium/Apartment,25,""C-08-05",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,776852.00,2019,534.2115638,null
3/8/2019,135.08,1454.00,Condominium/Apartment,23,""C-08-05",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,776852.00,2019,534.2115638,null
3/8/2019,135.08,1454.00,Condominium/Apartment,23,""C-08-05",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,776852.00,2019,534.2115638,null
19/11/2018,79.43,855.00,Condominium/Apartment,23,""B-16-7",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,460000.00,2018,538.0264353,null
19/11/2018,79.43,855.00,Condominium/Apartment,23,""B-16-7",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,460000.00,2018,538.0264353,null
7/3/2020,77.02,829.00,Condominium/Apartment,25,""B-15-07",JLN 1/108D"RESIDENSI VYNE SUNGAI BESI,450000.00,2020,542.9403696,null
7/3/2020,77.02,829.00,Condominium/Apartment,25,""B-15-07",JLN 1/108D"RESIDENSI VYNE SUNGAI BESI,450000.00,2020,542.9403696,null
25/08/2017,79.43,855.00,Condominium/Apartment,23,""A-17-07",JLN 1/108D"RESIDENSI VYNE SUNGAI BESI,465000.00,2017,543.8745487,null
25/08/2017,79.43,855.00,Condominium/Apartment,23,""A-17-07",JLN 1/108D"RESIDENSI VYNE SUNGAI BESI,465000.00,2017,543.8745487,null
31/10/2018,79.43,855.00,Condominium/Apartment,23,""A-15-9",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,465000.00,2018,543.8745487,null
31/10/2018,79.43,855.00,Condominium/Apartment,23,""A-15-9",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,465000.00,2018,543.8745487,null
1/9/2018,102.75,1106.00,Condominium/Apartment,23,""A-10-02",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,610000.00,2018,551.5416958,null
1/9/2018,102.75,1106.00,Condominium/Apartment,23,""A-10-02",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,610000.00,2018,551.5416958,null
27/10/2017,79.43,855.00,Condominium/Apartment,23,""A-21-06",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,475000.00,2017,555.5707756,null
27/10/2017,79.43,855.00,Condominium/Apartment,23,""A-21-06",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,475000.00,2017,555.5707756,null
26/07/2018,79.43,855.00,Condominium/Apartment,23,""A-6-8",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,480000.00,2018,561.418889,null
26/07/2018,79.43,855.00,Condominium/Apartment,23,""A-6-8",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,480000.00,2018,561.418889,null
23/09/2020,77.02,829.00,Condominium/Apartment,25,""A-19-9",JLN 1/108D"RESIDENSI VYNE SUNGAI BESI,470000.00,2020,567.0710527,null
23/09/2020,77.02,829.00,Condominium/Apartment,25,""A-19-9",JLN 1/108D"RESIDENSI VYNE SUNGAI BESI,470000.00,2020,567.0710527,null
5/8/2019,135.08,1454.00,Condominium/Apartment,23,""D-12-01",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,838000.00,2019,576.260717,null
5/8/2019,135.08,1454.00,Condominium/Apartment,23,""D-12-01",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,838000.00,2019,576.260717,null
3/9/2020,77.02,829.00,Condominium/Apartment,23,""B-8-8",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,478000.00,2020,576.7233259,null
3/9/2020,77.02,829.00,Condominium/Apartment,23,""B-8-8",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,478000.00,2020,576.7233259,null
10/1/2019,133.04,1432.00,Condominium/Apartment,23,""B-12-1",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,837300.00,2019,584.8706065,null
10/1/2019,133.04,1432.00,Condominium/Apartment,23,""B-12-1",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,837300.00,2019,584.8706065,null
16/03/2020,133.04,1432.00,Condominium/Apartment,23,""A-5-1",JLN 1/108D"RESIDENSI VYNE SUNGAI BESI,845680.00,2020,590.7242023,null
16/03/2020,133.04,1432.00,Condominium/Apartment,23,""A-5-1",JLN 1/108D"RESIDENSI VYNE SUNGAI BESI,845680.00,2020,590.7242023,null
30/11/2017,102.75,1106.00,Condominium/Apartment,23,""A-18-02",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,654500.00,2017,591.7771146,null
30/11/2017,102.75,1106.00,Condominium/Apartment,23,""A-18-02",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,654500.00,2017,591.7771146,null
20/08/2018,133.04,1432.00,Condominium/Apartment,23,""A-06-3A",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,848580.00,2018,592.7499096,null
20/08/2018,133.04,1432.00,Condominium/Apartment,23,""A-06-3A",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,848580.00,2018,592.7499096,null
14/08/2020,133.04,1432.00,Condominium/Apartment,23,""B-17-01",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,852100.00,2020,595.2086992,null
14/08/2020,133.04,1432.00,Condominium/Apartment,23,""B-17-01",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,852100.00,2020,595.2086992,null
14/01/2019,79.43,855.00,Condominium/Apartment,23,""B-9-8",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,510000.00,2019,596.5075696,null
14/01/2019,79.43,855.00,Condominium/Apartment,23,""B-9-8",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,510000.00,2019,596.5075696,null
5/5/2020,133.04,1432.00,Condominium/Apartment,23,""B-18-1",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,855000.00,2020,597.2344065,null
5/5/2020,133.04,1432.00,Condominium/Apartment,23,""B-18-1",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,855000.00,2020,597.2344065,null
13/01/2020,133.04,1432.00,Condominium/Apartment,23,""B-20-1",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,860900.00,2020,601.3556732,null
13/01/2020,133.04,1432.00,Condominium/Apartment,23,""B-20-1",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,860900.00,2020,601.3556732,null
23/07/2018,79.43,855.00,Condominium/Apartment,23,""A-12-09",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,517000.00,2018,604.6949284,null
23/07/2018,79.43,855.00,Condominium/Apartment,23,""A-12-09",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,517000.00,2018,604.6949284,null
30/10/2017,79.43,855.00,Condominium/Apartment,23,""A-8-9",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,520000.00,2017,608.2037964,null
30/10/2017,79.43,855.00,Condominium/Apartment,23,""A-8-9",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,520000.00,2017,608.2037964,null
8/12/2018,79.71,858.00,Condominium/Apartment,23,""C-6-3",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,535000.00,2018,623.6282873,null
8/12/2018,79.71,858.00,Condominium/Apartment,23,""C-6-3",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,535000.00,2018,623.6282873,null
8/8/2017,79.43,855.00,Condominium/Apartment,23,""A-16-6",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,550000.00,2017,643.292477,null
8/8/2017,79.43,855.00,Condominium/Apartment,23,""A-16-6",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,550000.00,2017,643.292477,null
13/07/2018,79.43,855.00,Condominium/Apartment,23,""A-9-8",JLN 1/108D"RESIDENSI VYNE SUNGAI BESI,550000.00,2018,643.292477,null
13/07/2018,79.43,855.00,Condominium/Apartment,23,""A-9-8",JLN 1/108D"RESIDENSI VYNE SUNGAI BESI,550000.00,2018,643.292477,null
21/10/2020,115.01,1238.00,Condominium/Apartment,25,""A-7-10",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,804300.00,2020,649.756412,null
21/10/2020,115.01,1238.00,Condominium/Apartment,25,""A-7-10",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,804300.00,2020,649.756412,null
21/05/2020,115.01,1238.00,Condominium/Apartment,25,""A-11-10",JLN 1/108"RESIDENSI VYNE SUNGAI BESI,810300.00,2020,654.6035319,null
